job_title,location,company_name,job_desc
"Data Scientist 5+ Years Experience, Los Angeles","Los Angeles, CA",Snapchat,"Snap Inc. is a camera company. We believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate. Our products empower people to express themselves, live in the moment, learn about the world, and hav"
Data Scientist,"Beverly Hills, CA",Valence Media,"Who we are:
Valence Media is comprised of The Billboard-Hollywood Reporter Media Group, Media Rights Capital, and Dick Clark Productions; Valence is also a minority investor in A24 and Fulwell73. As a diversified media company, Valence Media has expertise"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
"Content Data Scientist, Apple Media Products Data Science","Culver City, CA",Apple,"Summary
Posted: Aug 27, 2019
Role Number:200095659
At Apple, new ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. If you are an ambitious, high-energy individual who is not afraid of challenges, we’re lo"
Data Scientist Consultant,"Denver, CO","Simplex info systems Inc,","Job SummaryData Scientist as follows: Engage someone from the Boulder/Denver areaCould be part-time or full-timeOn a contract basis 6 month+Prefer experience with pyspark, python, quobleSome experience/knowledge of “personalization” / “recommendatio"
Senior Data Analyst,"Los Angeles, CA 90014 (Downtown area)",sweetgreen,"About sweetgreen:
sweetgreen is on a mission to build healthier communities by connecting people to real food. We passionately believe that real food should be convenient and accessible to everyone. Every day in each sweetgreen, our 4,000+ team members ma"
Data Scientist,"Atlanta, GA",adwait algoirthm,"Dear Professionals,I met with the hiring manager yesterday after an interview to get more clarification on what he needs. He said that the position requires approx.. 70% SQL, 20% Python, and 10% cloud experience, preferable GCP (Google cloud) other cloud "
Data Scientist,"Albuquerque, NM 87102 (Downtown area)",RS21: A Data Science and Visualization Company,"About RS21RS21 is a leading data science and visualization company tackling humanity’s biggest challenges. We develop interactive, big data analytics and visualization products that connect people with the data they need to make better, faster, smarter "
Data Scientist,"Austin, TX",Favor,Favor’s mission is ‘Anything Delivered’. Our Engineering team makes high-touch logistics happen. The Favor technology platform is the engine behind the business enabling millions of Favors. Our technology efficiently manages the real-time assignment
Data Scientist,"Chicago, IL",Capax Global LLC,Do you want to work at the forefront of artificial intelligence and machine learning? CapaxGlobal has a significant data analytics and management presence across many industries. With that footprint comes massive amounts of data that can inform us about m
GIS Data Scientist,United States,"Motive International, LLC","This opening is for an advisory position evaluating and providing assessments to a U.S. Government customer on a contract basis.

This work will primarily be performed at CONUS U.S. Government facilities for an average duration of 1 to 2 weeks at a time d"
Data Scientist,"Herndon, VA",Numero Data LLC,"Job Description: Required Skills: Ideal candidate should have a degree in a quantitative field (e.g., mathematics, computer science, physics, economics, engineering, statistics, operations research, quantitative social science, etc.).Basic Knowledge on so"
Data Scientist,"Mountain View, CA",eShocan LLC,"QualificationsAdvanced degree in Electrical Engineering, Computer Engineering or related field.Strong understanding of sensor fusion and the cooperative and automated driving challenges to augment onboard information.Knowledge of machine learning and neur"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
